KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Sortier_Nr Wert_de;Klassifikationssystem_ID
30384;10598;AAA067v001;5;pc-6.1
30385;10598;AAA270v001;6;pc-6.1
30386;10607;EAB934v001;1;pc-6.1
30387;10607;AAA561v001;2;pc-6.1
30388;10607;AAA562v001;3;pc-6.1
30389;10607;AAA091v001;4;pc-6.1
30390;10607;AAA270v001;5;pc-6.1
30391;10608;AAB591v001;1;pc-6.1
30392;10608;AAB589v001;2;pc-6.1
30393;10608;AAA565v001;3;pc-6.1
30394;10608;AAA270v001;4;pc-6.1
30395;10609;AAA112v001;1;pc-6.1
30396;10609;AAA109v001;2;pc-6.1
30397;10609;AAA069v001;3;pc-6.1
30398;10609;AAA025v001;4;pc-6.1
30399;10609;AAA067v001;5;pc-6.1
30400;10609;AAA270v001;6;pc-6.1
30401;10610;EAB934v001;1;pc-6.1
30402;10610;AAA561v001;2;pc-6.1
30403;10610;AAA562v001;3;pc-6.1
30404;10610;AAA091v001;4;pc-6.1
30405;10610;AAA270v001;5;pc-6.1
30406;10617;AAB593v001;1;pc-6.1
30407;10617;AAB592v001;2;pc-6.1
30408;10617;AAA270v001;3;pc-6.1
30409;10619;AAA069v001;1;pc-6.1
30410;10619;AAA067v001;2;pc-6.1
30411;10619;AAA270v001;3;pc-6.1
30412;10621;EAB935v001;1;pc-6.1
30413;10621;AAB594v001;2;pc-6.1
30414;10621;AAB618v001;3;pc-6.1
30415;10621;EAB936v001;4;pc-6.1
30416;10621;AAA270v001;5;pc-6.1
30420;10625;AAA561v001;1;pc-6.1
30421;10625;AAA562v001;2;pc-6.1
30422;10625;AAA091v001;3;pc-6.1
30423;10625;AAA270v001;4;pc-6.1
30424;10631;AAB620v001;1;pc-6.1
30425;10631;AAB621v001;2;pc-6.1
30426;10631;AAB619v001;3;pc-6.1
30427;10631;AAA270v001;4;pc-6.1
30428;10635;AAE215v001;1;pc-6.1
30429;10635;AAB594v001;2;pc-6.1
30430;10635;AAB618v001;3;pc-6.1
30431;10635;EAB936v001;4;pc-6.1
30432;10635;AAA270v001;5;pc-6.1
30667;10874;AAB594v001;1;pc-6.1
30668;10874;AAB618v001;2;pc-6.1
30669;10874;AAA270v001;3;pc-6.1
30670;10876;AAA561v001;1;pc-6.1
30671;10876;AAA562v001;2;pc-6.1
30672;10876;AAA568v001;3;pc-6.1
30673;10876;EAA982v001;4;pc-6.1
30674;10876;AAA091v001;5;pc-6.1
30675;10876;AAA270v001;6;pc-6.1
30676;10878;AAA069v001;1;pc-6.1
30677;10878;AAA025v001;2;pc-6.1
30678;10878;AAA067v001;3;pc-6.1
30679;10878;AAA270v001;4;pc-6.1
30680;10885;EAB921v001;1;pc-6.1
30681;10885;AAA509v001;2;pc-6.1
30682;10885;EAB922v001;3;pc-6.1
30683;10885;AAB608v001;4;pc-6.1
30684;10885;AAB606v001;5;pc-6.1
30685;10885;AAA270v001;6;pc-6.1
30738;10929;AAA561v001;1;pc-6.1
30739;10929;AAA562v001;2;pc-6.1
30740;10929;AAA568v001;3;pc-6.1
30741;10929;EAA982v001;4;pc-6.1
30742;10929;AAA091v001;5;pc-6.1
30743;10929;AAA270v001;6;pc-6.1
30744;10930;AAA069v001;1;pc-6.1
30745;10930;AAA025v001;2;pc-6.1
30746;10930;AAA067v001;3;pc-6.1
30747;10930;AAA270v001;4;pc-6.1
30450;10658;AAB599v001;1;pc-6.1
30451;10658;AAB616v001;2;pc-6.1
30452;10658;AAB617v001;3;pc-6.1
30453;10658;AAA270v001;4;pc-6.1
30454;10665;AAA561v001;1;pc-6.1
30455;10665;AAA091v001;2;pc-6.1
30456;10665;AAA270v001;3;pc-6.1
30457;10667;AAB594v001;1;pc-6.1
30458;10667;AAB595v001;2;pc-6.1
30459;10667;AAB618v001;3;pc-6.1
30460;10667;AAA270v001;4;pc-6.1
30480;10689;AAA561v001;1;pc-6.1
30481;10689;AAA091v001;2;pc-6.1
30482;10689;AAA270v001;3;pc-6.1
30446;10655;EAB934v001;1;pc-6.1
30447;10655;AAA561v001;2;pc-6.1
30448;10655;AAA091v001;3;pc-6.1
30449;10655;AAA270v001;4;pc-6.1
31712;12241;AAB709v001;1;pc-6.1
31713;12241;AAC820v001;2;pc-6.1
31714;12241;AAA270v001;3;pc-6.1
30550;10764;AAA561v001;1;pc-6.1
30551;10764;AAA562v001;2;pc-6.1
30552;10764;AAA568v001;3;pc-6.1
30553;10764;EAA982v001;4;pc-6.1
30554;10764;AAA091v001;5;pc-6.1
30555;10764;AAA270v001;6;pc-6.1
30556;10766;AAA069v001;1;pc-6.1
30557;10766;AAA025v001;2;pc-6.1
30558;10766;AAA067v001;3;pc-6.1
30559;10766;AAA270v001;4;pc-6.1
30560;10770;AAB600v001;1;pc-6.1
30561;10770;AAB599v001;2;pc-6.1
30562;10770;AAB601v001;3;pc-6.1
30563;10770;AAA270v001;4;pc-6.1
30639;10848;AAA561v001;1;pc-6.1
30640;10848;AAA562v001;2;pc-6.1
30641;10848;AAA568v001;3;pc-6.1
30642;10848;EAA982v001;4;pc-6.1
30643;10848;AAA091v001;5;pc-6.1
30644;10848;AAA270v001;6;pc-6.1
30645;10850;AAA025v001;1;pc-6.1
30646;10850;AAA067v001;2;pc-6.1
30647;10850;AAA270v001;3;pc-6.1
30648;10856;AAD084v001;1;pc-6.1
30649;10856;AAB618v001;2;pc-6.1
30650;10856;AAA270v001;3;pc-6.1
30616;10826;AAA069v001;1;pc-6.1
30617;10826;AAA025v001;2;pc-6.1
30618;10826;AAA067v001;3;pc-6.1
30619;10826;AAA270v001;4;pc-6.1
30620;10827;AAA561v001;1;pc-6.1
30621;10827;AAA562v001;2;pc-6.1
30622;10827;AAA568v001;3;pc-6.1
30623;10827;EAA982v001;4;pc-6.1
30624;10827;AAA091v001;5;pc-6.1
30625;10827;AAA270v001;6;pc-6.1
31823;12424;AAB609v001;1;pc-6.1
31824;12424;AAB610v001;2;pc-6.1
31825;12424;AAA270v001;3;pc-6.1
31826;12426;AAB605v001;1;pc-6.1
31827;12426;AAB607v001;2;pc-6.1
31828;12426;AAB608v001;3;pc-6.1
31829;12426;AAB606v001;4;pc-6.1
31830;12426;AAA270v001;5;pc-6.1
31831;12429;AAB614v001;1;pc-6.1
31832;12429;AAB615v001;2;pc-6.1
31833;12429;AAA270v001;3;pc-6.1
31834;12432;AAB611v001;1;pc-6.1
31835;12432;AAB612v001;2;pc-6.1
31836;12432;AAA270v001;3;pc-6.1
31837;12438;AAB613v001;1;pc-6.1
31838;12438;AAB594v001;2;pc-6.1
31839;12438;AAB595v001;3;pc-6.1
31840;12438;AAA270v001;4;pc-6.1
31841;12443;AAB609v001;1;pc-6.1
31842;12443;AAB610v001;2;pc-6.1
31843;12443;AAA270v001;3;pc-6.1
31844;12445;AAB622v001;1;pc-6.1
31845;12445;AAB605v001;2;pc-6.1
31846;12445;AAB607v001;3;pc-6.1
31847;12445;AAB608v001;4;pc-6.1
31848;12445;AAB606v001;5;pc-6.1
31849;12445;AAA270v001;6;pc-6.1
31850;12449;AAB614v001;1;pc-6.1
31851;12449;AAB615v001;2;pc-6.1
31852;12449;AAA270v001;3;pc-6.1
31853;12452;AAB611v001;1;pc-6.1
31854;12452;AAB612v001;2;pc-6.1
31855;12452;AAA270v001;3;pc-6.1
31810;12402;AAB610v001;1;pc-6.1
31811;12402;AAA270v001;2;pc-6.1
31805;12391;AAB623v001;1;pc-6.1
31806;12391;AAB395v001;2;pc-6.1
31807;12391;AAA270v001;3;pc-6.1
31808;12397;AAB395v001;1;pc-6.1
31809;12397;AAA270v001;2;pc-6.1
30859;11073;AAB624v001;1;pc-6.1
30860;11073;AAB625v001;2;pc-6.1
30861;11073;AAA270v001;3;pc-6.1
30862;11073;AAA008v001;4;pc-6.1
30875;11128;AAA112v001;1;pc-6.1
30876;11128;AAA067v001;2;pc-6.1
30877;11128;AAA109v001;3;pc-6.1
30878;11128;AAA025v001;4;pc-6.1
30879;11128;AAA069v001;5;pc-6.1
30880;11128;AAA270v001;6;pc-6.1
30881;11131;AAB624v001;1;pc-6.1
30882;11131;AAB625v001;2;pc-6.1
30883;11131;AAA270v001;3;pc-6.1
30884;11131;AAA008v001;4;pc-6.1
30885;11132;AAA289v001;1;pc-6.1
30886;11132;AAA004v001;2;pc-6.1
30887;11132;AAA291v001;3;pc-6.1
30888;11132;AAA270v001;4;pc-6.1
30867;11100;AAB624v001;1;pc-6.1
30868;11100;AAB625v001;2;pc-6.1
30869;11100;AAA270v001;3;pc-6.1
30870;11100;AAA008v001;4;pc-6.1
30863;11089;AAB626v001;1;pc-6.1
30864;11089;AAB625v001;2;pc-6.1
30865;11089;AAA270v001;3;pc-6.1
30866;11089;AAA008v001;4;pc-6.1
30889;11172;AAB624v001;1;pc-6.1
30890;11172;AAB625v001;2;pc-6.1
30891;11172;AAA270v001;3;pc-6.1
30892;11172;AAA008v001;4;pc-6.1
30855;11062;AAB627v001;1;pc-6.1
30856;11062;AAB628v001;2;pc-6.1
30857;11062;AAA270v001;3;pc-6.1
30858;11062;AAA008v001;4;pc-6.1
30871;11115;AAB627v001;1;pc-6.1
30872;11115;AAB628v001;2;pc-6.1
30873;11115;AAA270v001;3;pc-6.1
30874;11115;AAA008v001;4;pc-6.1
31675;12197;AAB628v001;1;pc-6.1
31676;12197;AAA270v001;2;pc-6.1
31677;12197;AAA008v001;3;pc-6.1
31681;12206;AAA562v001;1;pc-6.1
31682;12206;AAA508v001;2;pc-6.1
31683;12206;AAA091v001;3;pc-6.1
31684;12206;AAA270v001;4;pc-6.1
31706;12233;AAC021v001;1;pc-6.1
31707;12233;AAA562v001;2;pc-6.1
31708;12233;AAA270v001;3;pc-6.1
31709;12234;AAC399v001;1;pc-6.1
31710;12234;AAB706v001;2;pc-6.1
31711;12234;AAA270v001;3;pc-6.1
30514;10729;AAB633v001;1;pc-6.1
30515;10729;AAB632v001;2;pc-6.1
30516;10729;AAB634v001;3;pc-6.1
30517;10729;AAA270v001;4;pc-6.1
30518;10730;AAE275v001;1;pc-6.1
30519;10730;AAA270v001;2;pc-6.1
30520;10730;AAA008v001;3;pc-6.1
30521;10734;AAA561v001;1;pc-6.1
30522;10734;AAA562v001;2;pc-6.1
30523;10734;AAA091v001;3;pc-6.1
30524;10734;AAA270v001;4;pc-6.1
30511;10725;AAA561v001;1;pc-6.1
30512;10725;AAA091v001;2;pc-6.1
30513;10725;AAA270v001;3;pc-6.1
30541;10749;AAA561v001;1;pc-6.1
30542;10749;AAA562v001;2;pc-6.1
30543;10749;AAA091v001;3;pc-6.1
30544;10749;AAA270v001;4;pc-6.1
30483;10704;AAB633v001;1;pc-6.1
30484;10704;AAB632v001;2;pc-6.1
30485;10704;AAB634v001;3;pc-6.1
30486;10704;AAA270v001;4;pc-6.1
30487;10705;AAE275v001;1;pc-6.1
30488;10705;AAA270v001;2;pc-6.1
30489;10705;AAA008v001;3;pc-6.1
30490;10710;AAA561v001;1;pc-6.1
30491;10710;AAA562v001;2;pc-6.1
30492;10710;AAA091v001;3;pc-6.1
30493;10710;AAA270v001;4;pc-6.1
30494;10713;AAB633v001;1;pc-6.1
30495;10713;AAB632v001;2;pc-6.1
30496;10713;AAB634v001;3;pc-6.1
30497;10713;AAB640v001;4;pc-6.1
30498;10713;AAA270v001;5;pc-6.1
30499;10714;AAE275v001;1;pc-6.1
30500;10714;AAA270v001;2;pc-6.1
30501;10714;AAA008v001;3;pc-6.1
30502;10718;AAA561v001;1;pc-6.1
30503;10718;AAA562v001;2;pc-6.1
30504;10718;AAA091v001;3;pc-6.1
30505;10718;AAA270v001;4;pc-6.1
30506;10720;AAB599v001;1;pc-6.1
30507;10720;AAB638v001;2;pc-6.1
30508;10720;AAB639v001;3;pc-6.1
30509;10720;AAB637v001;4;pc-6.1
30510;10720;AAA270v001;5;pc-6.1
30525;10736;AAB633v001;1;pc-6.1
30526;10736;AAB632v001;2;pc-6.1
30527;10736;AAB634v001;3;pc-6.1
30528;10736;AAA270v001;4;pc-6.1
30529;10737;AAE275v001;1;pc-6.1
30530;10737;AAA270v001;2;pc-6.1
30531;10737;AAA008v001;3;pc-6.1
30532;10738;AAB638v001;1;pc-6.1
30533;10738;AAB639v001;2;pc-6.1
30534;10738;AAB637v001;3;pc-6.1
30535;10738;AAB640v001;4;pc-6.1
30536;10738;AAA270v001;5;pc-6.1
30537;10745;AAA561v001;1;pc-6.1
30538;10745;AAA562v001;2;pc-6.1
30539;10745;AAA091v001;3;pc-6.1
30540;10745;AAA270v001;4;pc-6.1
43713;20511;AAB078v001;1;pc-6.1
43714;20511;AAB137v001;2;pc-6.1
43715;20511;EAC423v001;3;pc-6.1
43716;20511;AAB641v001;4;pc-6.1
43717;20511;AAA270v001;5;pc-6.1
43718;20512;AAB643v001;1;pc-6.1
43719;20512;AAB644v001;2;pc-6.1
43720;20512;AAB642v001;3;pc-6.1
43721;20512;AAA270v001;4;pc-6.1
43722;20513;AAB647v001;1;pc-6.1
43723;20513;AAB242v001;2;pc-6.1
43724;20513;AAB645v001;3;pc-6.1
43725;20513;AAB646v001;4;pc-6.1
43726;20513;AAA270v001;5;pc-6.1
43727;20515;AAB648v001;1;pc-6.1
43728;20515;AAB652v001;2;pc-6.1
43729;20515;AAB649v001;3;pc-6.1
43730;20515;AAB650v001;4;pc-6.1
43731;20515;AAB651v001;5;pc-6.1
43732;20515;AAB655v001;6;pc-6.1
43733;20515;AAB653v001;7;pc-6.1
43734;20515;AAB656v001;8;pc-6.1
43735;20515;AAA270v001;9;pc-6.1
43736;20515;AAA008v001;10;pc-6.1
43737;20516;AAB657v001;1;pc-6.1
43738;20516;AAA055v001;2;pc-6.1
43739;20516;AAB658v001;3;pc-6.1
43740;20516;AAB659v001;4;pc-6.1
43741;20516;AAA270v001;5;pc-6.1
43742;20518;AAD929v001;1;pc-6.1
43743;20518;AAD275v001;2;pc-6.1
43744;20518;AAD930v001;3;pc-6.1
43745;20518;AAD276v001;4;pc-6.1
43746;20518;AAD931v001;5;pc-6.1
43747;20518;AAD277v001;6;pc-6.1
43748;20518;AAD932v001;7;pc-6.1
43749;20518;AAD265v001;8;pc-6.1
43750;20518;AAD933v001;9;pc-6.1
43751;20518;AAD259v001;10;pc-6.1
43752;20518;AAD934v001;11;pc-6.1
43753;20518;AAD281v001;12;pc-6.1
43754;20518;AAD199v001;13;pc-6.1
43755;20518;AAD282v001;14;pc-6.1
43756;20518;AAD200v001;15;pc-6.1
43757;20518;AAD283v001;16;pc-6.1
43758;20518;AAD201v001;17;pc-6.1
43759;20518;AAD278v001;18;pc-6.1
43760;20518;AAD202v001;19;pc-6.1
43761;20518;AAD284v001;20;pc-6.1
43762;20518;AAD203v001;21;pc-6.1
43763;20518;AAD204v001;22;pc-6.1
43764;20518;AAD205v001;23;pc-6.1
43765;20518;AAD285v001;24;pc-6.1
43766;20518;AAD206v001;25;pc-6.1
43767;20518;AAD207v001;26;pc-6.1
43768;20518;AAD279v001;27;pc-6.1
43769;20518;AAD286v001;28;pc-6.1
43770;20518;AAD844v001;29;pc-6.1
43771;20518;AAD287v001;30;pc-6.1
43772;20518;AAD280v001;31;pc-6.1
43773;20518;AAD288v001;32;pc-6.1
43774;20518;AAD289v001;33;pc-6.1
43775;20518;AAD290v001;34;pc-6.1
43776;20518;AAD291v001;35;pc-6.1
43777;20518;AAD292v001;36;pc-6.1
43778;20518;AAA270v001;37;pc-6.1
43779;20519;AAB482v001;1;pc-6.1
43780;20519;AAB483v001;2;pc-6.1
43781;20519;AAB484v001;3;pc-6.1
43782;20519;AAA270v001;4;pc-6.1
43783;20520;EAC424v001;1;pc-6.1
43784;20520;AAA270v001;2;pc-6.1
43785;20520;AAA008v001;3;pc-6.1
43786;20522;AAD929v001;1;pc-6.1
43787;20522;AAD275v001;2;pc-6.1
43788;20522;AAD930v001;3;pc-6.1
43789;20522;AAD276v001;4;pc-6.1
43790;20522;AAD931v001;5;pc-6.1
43791;20522;AAD277v001;6;pc-6.1
43792;20522;AAD932v001;7;pc-6.1
43793;20522;AAD265v001;8;pc-6.1
43794;20522;AAD933v001;9;pc-6.1
43795;20522;AAD259v001;10;pc-6.1
43796;20522;AAD934v001;11;pc-6.1
43797;20522;AAD281v001;12;pc-6.1
43798;20522;AAD199v001;13;pc-6.1
43799;20522;AAD282v001;14;pc-6.1
43800;20522;AAD200v001;15;pc-6.1
43801;20522;AAD283v001;16;pc-6.1
43802;20522;AAD201v001;17;pc-6.1
43803;20522;AAD278v001;18;pc-6.1
43804;20522;AAD202v001;19;pc-6.1
43805;20522;AAD284v001;20;pc-6.1
43806;20522;AAD203v001;21;pc-6.1
43807;20522;AAD204v001;22;pc-6.1
43808;20522;AAD205v001;23;pc-6.1
43809;20522;AAD285v001;24;pc-6.1
43810;20522;AAD206v001;25;pc-6.1
43811;20522;AAD207v001;26;pc-6.1
43812;20522;AAD279v001;27;pc-6.1
43813;20522;AAD286v001;28;pc-6.1
43814;20522;AAD844v001;29;pc-6.1
43815;20522;AAD287v001;30;pc-6.1
43816;20522;AAD280v001;31;pc-6.1
43817;20522;AAD288v001;32;pc-6.1
43818;20522;AAD289v001;33;pc-6.1
43819;20522;AAD290v001;34;pc-6.1
43820;20522;AAD291v001;35;pc-6.1
43821;20522;AAD292v001;36;pc-6.1
43822;20522;AAA270v001;37;pc-6.1
43823;20525;AAD929v001;1;pc-6.1
43824;20525;AAD275v001;2;pc-6.1
43825;20525;AAD930v001;3;pc-6.1
43826;20525;AAD276v001;4;pc-6.1
43827;20525;AAD931v001;5;pc-6.1
43828;20525;AAD277v001;6;pc-6.1
43829;20525;AAD932v001;7;pc-6.1
43830;20525;AAD265v001;8;pc-6.1
43831;20525;AAD933v001;9;pc-6.1
43832;20525;AAD259v001;10;pc-6.1
43833;20525;AAD934v001;11;pc-6.1
43834;20525;AAD281v001;12;pc-6.1
43835;20525;AAD199v001;13;pc-6.1
43836;20525;AAD282v001;14;pc-6.1
43837;20525;AAD200v001;15;pc-6.1
43838;20525;AAD283v001;16;pc-6.1
43839;20525;AAD201v001;17;pc-6.1
43840;20525;AAD278v001;18;pc-6.1
43841;20525;AAD202v001;19;pc-6.1
43842;20525;AAD284v001;20;pc-6.1
43843;20525;AAD203v001;21;pc-6.1
43844;20525;AAD204v001;22;pc-6.1
43845;20525;AAD205v001;23;pc-6.1
43846;20525;AAD285v001;24;pc-6.1
43847;20525;AAD206v001;25;pc-6.1
43848;20525;AAD207v001;26;pc-6.1
43849;20525;AAD279v001;27;pc-6.1
43850;20525;AAD286v001;28;pc-6.1
43851;20525;AAD844v001;29;pc-6.1
43852;20525;AAD287v001;30;pc-6.1
43853;20525;AAD280v001;31;pc-6.1
43854;20525;AAD288v001;32;pc-6.1
43855;20525;AAD289v001;33;pc-6.1
43856;20525;AAD290v001;34;pc-6.1
43857;20525;AAD291v001;35;pc-6.1
43858;20525;AAD292v001;36;pc-6.1
43859;20525;AAA270v001;37;pc-6.1
43549;20494;AAB078v001;1;pc-6.1
43550;20494;AAB137v001;2;pc-6.1
43551;20494;EAC423v001;3;pc-6.1
43552;20494;AAB641v001;4;pc-6.1
43553;20494;AAA270v001;5;pc-6.1
43554;20495;AAB643v001;1;pc-6.1
43555;20495;AAB644v001;2;pc-6.1
43556;20495;AAB642v001;3;pc-6.1
43557;20495;AAA270v001;4;pc-6.1
43558;20496;AAB647v001;1;pc-6.1
43559;20496;AAB242v001;2;pc-6.1
43560;20496;AAB645v001;3;pc-6.1
43561;20496;AAB646v001;4;pc-6.1
43562;20496;AAA270v001;5;pc-6.1
43563;20498;AAB648v001;1;pc-6.1
43564;20498;AAB652v001;2;pc-6.1
43565;20498;AAB649v001;3;pc-6.1
43566;20498;AAB650v001;4;pc-6.1
43567;20498;AAB651v001;5;pc-6.1
43568;20498;AAB655v001;6;pc-6.1
43569;20498;AAB653v001;7;pc-6.1
43570;20498;AAB654v001;8;pc-6.1
43571;20498;AAB656v001;9;pc-6.1
43572;20498;AAA270v001;10;pc-6.1
43573;20498;AAA008v001;11;pc-6.1
43574;20499;AAB657v001;1;pc-6.1
43575;20499;AAA055v001;2;pc-6.1
43576;20499;AAB658v001;3;pc-6.1
43577;20499;AAB659v001;4;pc-6.1
43578;20499;AAA270v001;5;pc-6.1
43579;20501;AAD929v001;1;pc-6.1
43580;20501;AAD275v001;2;pc-6.1
43581;20501;AAD930v001;3;pc-6.1
43582;20501;AAD276v001;4;pc-6.1
43583;20501;AAD931v001;5;pc-6.1
43584;20501;AAD277v001;6;pc-6.1
43585;20501;AAD932v001;7;pc-6.1
43586;20501;AAD265v001;8;pc-6.1
43587;20501;AAD933v001;9;pc-6.1
43588;20501;AAD259v001;10;pc-6.1
43589;20501;AAD934v001;11;pc-6.1
43590;20501;AAD281v001;12;pc-6.1
43591;20501;AAD199v001;13;pc-6.1
43592;20501;AAD282v001;14;pc-6.1
43593;20501;AAD200v001;15;pc-6.1
43594;20501;AAD283v001;16;pc-6.1
43595;20501;AAD201v001;17;pc-6.1
43596;20501;AAD278v001;18;pc-6.1
43597;20501;AAD202v001;19;pc-6.1
43598;20501;AAD284v001;20;pc-6.1
43599;20501;AAD203v001;21;pc-6.1
43600;20501;AAD204v001;22;pc-6.1
43601;20501;AAD205v001;23;pc-6.1
43602;20501;AAD285v001;24;pc-6.1
43603;20501;AAD206v001;25;pc-6.1
43604;20501;AAD207v001;26;pc-6.1
43605;20501;AAD279v001;27;pc-6.1
43606;20501;AAD286v001;28;pc-6.1
43607;20501;AAD844v001;29;pc-6.1
43608;20501;AAD287v001;30;pc-6.1
43609;20501;AAD280v001;31;pc-6.1
43610;20501;AAD288v001;32;pc-6.1
43611;20501;AAD289v001;33;pc-6.1
43612;20501;AAD290v001;34;pc-6.1
43613;20501;AAD291v001;35;pc-6.1
43614;20501;AAD292v001;36;pc-6.1
43615;20501;AAA270v001;37;pc-6.1
43616;20502;AAB482v001;1;pc-6.1
43617;20502;AAB483v001;2;pc-6.1
43618;20502;AAB484v001;3;pc-6.1
43619;20502;AAA270v001;4;pc-6.1
43620;20503;AAB662v001;1;pc-6.1
43621;20503;AAB663v001;2;pc-6.1
43622;20503;AAA270v001;3;pc-6.1
43623;20503;AAA008v001;4;pc-6.1
43624;20505;AAD929v001;1;pc-6.1
43625;20505;AAD275v001;2;pc-6.1
43626;20505;AAD930v001;3;pc-6.1
43627;20505;AAD276v001;4;pc-6.1
43628;20505;AAD931v001;5;pc-6.1
43629;20505;AAD277v001;6;pc-6.1
43630;20505;AAD932v001;7;pc-6.1
43631;20505;AAD265v001;8;pc-6.1
43632;20505;AAD933v001;9;pc-6.1
43633;20505;AAD259v001;10;pc-6.1
43634;20505;AAD934v001;11;pc-6.1
43635;20505;AAD281v001;12;pc-6.1
43636;20505;AAD199v001;13;pc-6.1
43637;20505;AAD282v001;14;pc-6.1
43638;20505;AAD200v001;15;pc-6.1
43639;20505;AAD283v001;16;pc-6.1
43640;20505;AAD201v001;17;pc-6.1
43641;20505;AAD278v001;18;pc-6.1
43642;20505;AAD202v001;19;pc-6.1
43643;20505;AAD284v001;20;pc-6.1
43644;20505;AAD203v001;21;pc-6.1
43645;20505;AAD204v001;22;pc-6.1
43646;20505;AAD205v001;23;pc-6.1
43647;20505;AAD285v001;24;pc-6.1
43648;20505;AAD206v001;25;pc-6.1
43649;20505;AAD207v001;26;pc-6.1
43650;20505;AAD279v001;27;pc-6.1
43651;20505;AAD286v001;28;pc-6.1
43652;20505;AAD844v001;29;pc-6.1
43653;20505;AAD287v001;30;pc-6.1
43654;20505;AAD280v001;31;pc-6.1
43655;20505;AAD288v001;32;pc-6.1
43656;20505;AAD289v001;33;pc-6.1
43657;20505;AAD290v001;34;pc-6.1
43658;20505;AAD291v001;35;pc-6.1
43659;20505;AAD292v001;36;pc-6.1
43660;20505;AAA270v001;37;pc-6.1
43661;20506;AAB665v001;1;pc-6.1
43662;20506;AAB145v001;2;pc-6.1
43663;20506;AAB146v001;3;pc-6.1
43664;20506;AAB249v001;4;pc-6.1
43665;20506;AAB147v001;5;pc-6.1
43666;20506;AAB250v001;6;pc-6.1
43667;20506;AAB148v001;7;pc-6.1
43668;20506;AAB149v001;8;pc-6.1
43669;20506;AAB664v001;9;pc-6.1
43670;20506;AAB140v001;10;pc-6.1
43671;20506;AAB141v001;11;pc-6.1
43672;20506;AAB142v001;12;pc-6.1
43673;20506;AAB143v001;13;pc-6.1
43674;20506;AAB144v001;14;pc-6.1
43675;20506;AAA270v001;15;pc-6.1
43676;20508;AAD929v001;1;pc-6.1
43677;20508;AAD275v001;2;pc-6.1
43678;20508;AAD930v001;3;pc-6.1
43679;20508;AAD276v001;4;pc-6.1
43680;20508;AAD931v001;5;pc-6.1
43681;20508;AAD277v001;6;pc-6.1
43682;20508;AAD932v001;7;pc-6.1
43683;20508;AAD265v001;8;pc-6.1
43684;20508;AAD933v001;9;pc-6.1
43685;20508;AAD259v001;10;pc-6.1
43686;20508;AAD934v001;11;pc-6.1
43687;20508;AAD281v001;12;pc-6.1
43688;20508;AAD199v001;13;pc-6.1
43689;20508;AAD282v001;14;pc-6.1
43690;20508;AAD200v001;15;pc-6.1
43691;20508;AAD283v001;16;pc-6.1
43692;20508;AAD201v001;17;pc-6.1
43693;20508;AAD278v001;18;pc-6.1
43694;20508;AAD202v001;19;pc-6.1
43695;20508;AAD284v001;20;pc-6.1
43696;20508;AAD203v001;21;pc-6.1
43697;20508;AAD204v001;22;pc-6.1
43698;20508;AAD205v001;23;pc-6.1
43699;20508;AAD285v001;24;pc-6.1
43700;20508;AAD206v001;25;pc-6.1
43701;20508;AAD207v001;26;pc-6.1
43702;20508;AAD279v001;27;pc-6.1
43703;20508;AAD286v001;28;pc-6.1
43704;20508;AAD844v001;29;pc-6.1
43705;20508;AAD287v001;30;pc-6.1
43706;20508;AAD280v001;31;pc-6.1
43707;20508;AAD288v001;32;pc-6.1
43708;20508;AAD289v001;33;pc-6.1
43709;20508;AAD290v001;34;pc-6.1
43710;20508;AAD291v001;35;pc-6.1
43711;20508;AAD292v001;36;pc-6.1
43712;20508;AAA270v001;37;pc-6.1
43173;20449;AAB078v001;1;pc-6.1
43174;20449;AAB137v001;2;pc-6.1
43175;20449;EAC423v001;3;pc-6.1
43176;20449;AAB641v001;4;pc-6.1
43177;20449;AAA270v001;5;pc-6.1
43178;20450;AAB643v001;1;pc-6.1
43179;20450;AAB644v001;2;pc-6.1
43180;20450;AAB642v001;3;pc-6.1
43181;20450;AAA270v001;4;pc-6.1
43182;20451;AAB647v001;1;pc-6.1
43183;20451;AAB242v001;2;pc-6.1
43184;20451;AAB645v001;3;pc-6.1
43185;20451;AAB646v001;4;pc-6.1
43186;20451;AAA270v001;5;pc-6.1
43187;20453;AAB648v001;1;pc-6.1
43188;20453;AAB652v001;2;pc-6.1
43189;20453;AAB649v001;3;pc-6.1
43190;20453;AAB650v001;4;pc-6.1
43191;20453;AAB651v001;5;pc-6.1
43192;20453;AAB655v001;6;pc-6.1
43193;20453;AAB653v001;7;pc-6.1
43194;20453;AAB654v001;8;pc-6.1
43195;20453;AAB656v001;9;pc-6.1
43196;20453;AAB667v001;10;pc-6.1
43197;20453;AAA270v001;11;pc-6.1
43198;20453;AAA008v001;12;pc-6.1
43199;20454;AAB657v001;1;pc-6.1
43200;20454;AAB658v001;2;pc-6.1
43201;20454;AAB659v001;3;pc-6.1
43202;20454;AAA270v001;4;pc-6.1
43203;20456;AAD929v001;1;pc-6.1
43204;20456;AAD275v001;2;pc-6.1
43205;20456;AAD930v001;3;pc-6.1
43206;20456;AAD276v001;4;pc-6.1
43207;20456;AAD931v001;5;pc-6.1
43208;20456;AAD277v001;6;pc-6.1
43209;20456;AAD932v001;7;pc-6.1
