KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Sortier_Nr_Wert_de;Klassifikationssystem_ID
17058;5609;EAA087v001;3;pc-7.0
17059;5609;EAA984v001;4;pc-7.0
17060;5609;EAB355v001;5;pc-7.0
17061;5609;EAB150v001;6;pc-7.0
17062;5609;EAB153v001;7;pc-7.0
17063;5609;EAB151v001;8;pc-7.0
17064;5609;EAB152v001;9;pc-7.0
17065;5609;EAB354v001;10;pc-7.0
17066;5609;EAB356v001;11;pc-7.0
17067;5609;AAA270v001;12;pc-7.0
17068;5610;EAB374v001;1;pc-7.0
17069;5610;EAB359v001;2;pc-7.0
17070;5610;EAB367v001;3;pc-7.0
17071;5610;EAB368v001;4;pc-7.0
17072;5610;EAB369v001;5;pc-7.0
17073;5610;EAB364v001;6;pc-7.0
17074;5610;EAB365v001;7;pc-7.0
17075;5610;EAB366v001;8;pc-7.0
17076;5610;EAD382v001;9;pc-7.0
17077;5610;EAB372v001;10;pc-7.0
17078;5610;EAB358v001;11;pc-7.0
17079;5610;EAB371v001;12;pc-7.0
17080;5610;EAB370v001;13;pc-7.0
17081;5610;EAB361v001;14;pc-7.0
17082;5610;EAB362v001;15;pc-7.0
17083;5610;EAB363v001;16;pc-7.0
17084;5610;EAB373v001;17;pc-7.0
17085;5610;EAB375v001;18;pc-7.0
17086;5610;AAA270v001;19;pc-7.0
17087;5619;EAB145v001;1;pc-7.0
17088;5619;EAB146v001;2;pc-7.0
17089;5619;EAB147v001;3;pc-7.0
17090;5619;EAD383v001;4;pc-7.0
17091;5619;AAA008v001;5;pc-7.0
17092;5620;AAD575v001;1;pc-7.0
17093;5620;EAB181v001;2;pc-7.0
17094;5620;EAB153v001;3;pc-7.0
17095;5620;EAB152v001;4;pc-7.0
17096;5636;EAB145v001;1;pc-7.0
17097;5636;EAB147v001;2;pc-7.0
17098;5636;EAB146v001;3;pc-7.0
17099;5636;AAA008v001;4;pc-7.0
17100;5638;EAB323v001;1;pc-7.0
17101;5638;EAB324v001;2;pc-7.0
17102;5638;EAD434v001;3;pc-7.0
17103;5638;EAB330v001;4;pc-7.0
17104;5638;EAB325v001;5;pc-7.0
17105;5638;EAB326v001;6;pc-7.0
17106;5638;EAB327v001;7;pc-7.0
17107;5638;EAB328v001;8;pc-7.0
17108;5638;EAB329v001;9;pc-7.0
17109;5639;EAB347v001;1;pc-7.0
17110;5639;EAB349v001;2;pc-7.0
17111;5639;EAB348v001;3;pc-7.0
17112;5639;EAB346v001;4;pc-7.0
17113;5639;EAB345v001;5;pc-7.0
17114;5639;EAD333v001;6;pc-7.0
17115;5639;EAD334v001;7;pc-7.0
17116;5639;EAB331v001;8;pc-7.0
17117;5639;EAB332v001;9;pc-7.0
17118;5639;EAB333v001;10;pc-7.0
17119;5639;EAB334v001;11;pc-7.0
17120;5639;EAB335v001;12;pc-7.0
17121;5639;EAD435v001;13;pc-7.0
17122;5639;EAB337v001;14;pc-7.0
17123;5639;EAD335v001;15;pc-7.0
17124;5639;EAB339v001;16;pc-7.0
17125;5639;EAB338v001;17;pc-7.0
17126;5639;EAB343v001;18;pc-7.0
17127;5639;EAB344v001;19;pc-7.0
17128;5639;EAB350v001;20;pc-7.0
17129;5639;EAD336v001;21;pc-7.0
17130;5639;EAB340v001;22;pc-7.0
17131;5639;EAB342v001;23;pc-7.0
17132;5639;EAB341v001;24;pc-7.0
17133;5639;AAA270v001;25;pc-7.0
17134;5640;AAA112v001;1;pc-7.0
17135;5640;EAB317v001;2;pc-7.0
17136;5640;EAB319v001;3;pc-7.0
17137;5640;AAA411v001;4;pc-7.0
17138;5640;EAB318v001;5;pc-7.0
17139;5640;AAA107v001;6;pc-7.0
17140;5640;EAB167v001;7;pc-7.0
17141;5640;EAB168v001;8;pc-7.0
17142;5640;EAB169v001;9;pc-7.0
17143;5640;AAA067v001;10;pc-7.0
17144;5640;AAA558v001;11;pc-7.0
17145;5640;AAC381v001;12;pc-7.0
17146;5641;EAC889v001;1;pc-7.0
17147;5641;EAB236v001;2;pc-7.0
17148;5641;EAB172v001;3;pc-7.0
17149;5641;EAB212v001;4;pc-7.0
17150;5641;EAA982v001;5;pc-7.0
17151;5641;AAA270v001;6;pc-7.0
17152;5642;EAB312v001;1;pc-7.0
17153;5642;EAB321v001;2;pc-7.0
17154;5642;AAA236v001;3;pc-7.0
17155;5642;AAA270v001;4;pc-7.0
17156;5643;EAC851v001;1;pc-7.0
17157;5643;AAD575v001;2;pc-7.0
17158;5643;EAC852v001;3;pc-7.0
17159;5643;EAB156v001;4;pc-7.0
17160;5643;EAB157v001;5;pc-7.0
17161;5643;EAB158v001;6;pc-7.0
17162;5643;EAC853v001;7;pc-7.0
17163;5643;EAC854v001;8;pc-7.0
17164;5643;EAC855v001;9;pc-7.0
17165;5643;EAC856v001;10;pc-7.0
17166;5643;EAC857v001;11;pc-7.0
17167;5643;EAC858v001;12;pc-7.0
17168;5643;EAC859v001;13;pc-7.0
17169;5643;EAA275v001;14;pc-7.0
17170;5643;EAC860v001;15;pc-7.0
17171;5643;EAC861v001;16;pc-7.0
17172;5643;EAC863v001;17;pc-7.0
17173;5643;EAC862v001;18;pc-7.0
17174;5643;EAB159v001;19;pc-7.0
17175;5643;EAB160v001;20;pc-7.0
17176;5643;EAC864v001;21;pc-7.0
17177;5643;EAB161v001;22;pc-7.0
17178;5643;EAB162v001;23;pc-7.0
17179;5643;EAC865v001;24;pc-7.0
17180;5643;EAC866v001;25;pc-7.0
17181;5643;EAC867v001;26;pc-7.0
17182;5643;EAC868v001;27;pc-7.0
17183;5643;EAB163v001;28;pc-7.0
17184;5643;EAC869v001;29;pc-7.0
17185;5643;AAA270v001;30;pc-7.0
17186;5644;AAA112v001;1;pc-7.0
17187;5644;EAB317v001;2;pc-7.0
17188;5644;EAB164v001;3;pc-7.0
17189;5644;AAD315v001;4;pc-7.0
17190;5644;AAA025v001;5;pc-7.0
17191;5644;AAA411v001;6;pc-7.0
17192;5644;AAA107v001;7;pc-7.0
17193;5644;EAB165v001;8;pc-7.0
17194;5644;AAC523v001;9;pc-7.0
17195;5644;EAB167v001;10;pc-7.0
17196;5644;EAB168v001;11;pc-7.0
17197;5644;EAB169v001;12;pc-7.0
17198;5644;AAA067v001;13;pc-7.0
17199;5644;AAA558v001;14;pc-7.0
17200;5644;EAB170v001;15;pc-7.0
17201;5644;AAC381v001;16;pc-7.0
17202;5644;AAA270v001;17;pc-7.0
17203;5645;EAB171v001;1;pc-7.0
17204;5645;AAA092v001;2;pc-7.0
17205;5645;AAB995v001;3;pc-7.0
17206;5645;EAB172v001;4;pc-7.0
17207;5645;EAA982v001;5;pc-7.0
17208;5645;AAA270v001;6;pc-7.0
17209;5646;EAC870v001;1;pc-7.0
17210;5646;EAC871v001;2;pc-7.0
17211;5646;EAC841v001;3;pc-7.0
17212;5646;EAC872v001;4;pc-7.0
17213;5646;EAC873v001;5;pc-7.0
17214;5646;EAC874v001;6;pc-7.0
17215;5646;EAC875v001;7;pc-7.0
17216;5646;AAA270v001;8;pc-7.0
17217;5647;EAB692v001;1;pc-7.0
17218;5647;EAC876v001;2;pc-7.0
17219;5647;EAC870v001;3;pc-7.0
17220;5647;EAC877v001;4;pc-7.0
17221;5647;EAC841v001;5;pc-7.0
17222;5647;EAC878v001;6;pc-7.0
17223;5647;EAC879v001;7;pc-7.0
17224;5647;EAC880v001;8;pc-7.0
17225;5647;EAC881v001;9;pc-7.0
17226;5647;EAC882v001;10;pc-7.0
17227;5647;EAC883v001;11;pc-7.0
17228;5647;EAC884v001;12;pc-7.0
17229;5647;AAA270v001;13;pc-7.0
17230;5649;AAD478v001;1;pc-7.0
17231;5649;EAC885v001;2;pc-7.0
17232;5649;AAD477v001;3;pc-7.0
17233;5656;AAA072v001;1;pc-7.0
17234;5656;AAA069v001;2;pc-7.0
17235;5656;AAA025v001;3;pc-7.0
17236;5656;AAA078v001;4;pc-7.0
17237;5656;AAA077v001;5;pc-7.0
17238;5656;AAA270v001;6;pc-7.0
17239;5657;AAA112v001;1;pc-7.0
17240;5657;EAC886v001;2;pc-7.0
17241;5657;AAA109v001;3;pc-7.0
17242;5657;EAC887v001;4;pc-7.0
17243;5657;AAA270v001;5;pc-7.0
17244;5659;EAC889v001;1;pc-7.0
17245;5659;EAC366v001;2;pc-7.0
17246;5659;AAA562v001;3;pc-7.0
17247;5659;AAE588v001;4;pc-7.0
17248;5659;EAC890v001;5;pc-7.0
17249;5659;EAC888v001;6;pc-7.0
17250;5659;EAC891v001;7;pc-7.0
17251;5659;EAA982v001;8;pc-7.0
17252;5659;AAA270v001;9;pc-7.0
17253;5660;EAC892v001;1;pc-7.0
17254;5660;AAC116v001;2;pc-7.0
17255;5660;EAC893v001;3;pc-7.0
17256;5661;AAA112v001;1;pc-7.0
17257;5661;EAA075v001;2;pc-7.0
17258;5661;AAA415v001;3;pc-7.0
17259;5661;AAA297v001;4;pc-7.0
17260;5661;EAC894v001;5;pc-7.0
17261;5661;AAA289v001;6;pc-7.0
17262;5661;AAA563v001;7;pc-7.0
17263;5661;AAB901v001;8;pc-7.0
17264;5661;EAC895v001;9;pc-7.0
17265;5661;AAA109v001;10;pc-7.0
17266;5661;AAA298v001;11;pc-7.0
17267;5661;AAC048v001;12;pc-7.0
17268;5661;AAA302v001;13;pc-7.0
17269;5661;AAC712v001;14;pc-7.0
17270;5661;AAA069v001;15;pc-7.0
17271;5661;AAA107v001;16;pc-7.0
17272;5661;AAA568v001;17;pc-7.0
17273;5661;AAA326v001;18;pc-7.0
17274;5661;EAA774v001;19;pc-7.0
17275;5661;AAC702v001;20;pc-7.0
17276;5661;AAA004v001;21;pc-7.0
17277;5661;AAA327v001;22;pc-7.0
17278;5661;AAA596v001;23;pc-7.0
17279;5661;AAA291v001;24;pc-7.0
17280;5661;AAA270v001;25;pc-7.0
17281;5664;EAB430v001;1;pc-7.0
17282;5664;EAB433v001;2;pc-7.0
17283;5664;EAB434v001;3;pc-7.0
17284;5664;EAB436v001;4;pc-7.0
17285;5664;EAB437v001;5;pc-7.0
17286;5664;EAB438v001;6;pc-7.0
17287;5664;EAB439v001;7;pc-7.0
17288;5664;EAB440v001;8;pc-7.0
17289;5664;EAB441v001;9;pc-7.0
17290;5664;EAB443v001;10;pc-7.0
17291;5664;EAB444v001;11;pc-7.0
17292;5664;EAB445v001;12;pc-7.0
17293;5664;EAB446v001;13;pc-7.0
17294;5664;EAB447v001;14;pc-7.0
17295;5664;EAB449v001;15;pc-7.0
17296;5664;EAB454v001;16;pc-7.0
17297;5664;EAB455v001;17;pc-7.0
17298;5664;EAB460v001;18;pc-7.0
17299;5664;EAB461v001;19;pc-7.0
17300;5664;EAB462v001;20;pc-7.0
17301;5664;AAA270v001;21;pc-7.0
17302;5665;EAC896v001;1;pc-7.0
17303;5665;EAC900v001;2;pc-7.0
17304;5665;EAC901v001;3;pc-7.0
17305;5665;EAC902v001;4;pc-7.0
17306;5665;EAC897v001;5;pc-7.0
17307;5665;AAB585v001;6;pc-7.0
17308;5665;EAC392v001;7;pc-7.0
17309;5665;EAC898v001;8;pc-7.0
17310;5665;EAC899v001;9;pc-7.0
17311;5665;EAC903v001;10;pc-7.0
17312;5665;EAC904v001;11;pc-7.0
17313;5665;AAA270v001;12;pc-7.0
17314;5666;EAC906v001;1;pc-7.0
17315;5666;EAC907v001;2;pc-7.0
17316;5666;EAC909v001;3;pc-7.0
17317;5666;EAC908v001;4;pc-7.0
17318;5666;EAC910v001;5;pc-7.0
17319;5666;EAC911v001;6;pc-7.0
17320;5666;EAC912v001;7;pc-7.0
17321;5666;EAC913v001;8;pc-7.0
17322;5666;EAC918v001;9;pc-7.0
17323;5666;EAC916v001;10;pc-7.0
17324;5666;EAC917v001;11;pc-7.0
17325;5666;EAC905v001;12;pc-7.0
17326;5666;EAC914v001;13;pc-7.0
17327;5666;EAC920v001;14;pc-7.0
17328;5666;EAC919v001;15;pc-7.0
17329;5667;EAC921v001;1;pc-7.0
17330;5667;EAC922v001;2;pc-7.0
17331;5667;EAC923v001;3;pc-7.0
17332;5667;EAC924v001;4;pc-7.0
17333;5667;EAC925v001;5;pc-7.0
17334;5667;EAC926v001;6;pc-7.0
17335;5667;AAA270v001;7;pc-7.0
17336;5669;EAC927v001;1;pc-7.0
17337;5669;EAC928v001;2;pc-7.0
17338;5669;EAA884v001;3;pc-7.0
17339;5669;AAA270v001;4;pc-7.0
17340;5671;AAA072v001;1;pc-7.0
17341;5671;AAA069v001;2;pc-7.0
17342;5671;AAA025v001;3;pc-7.0
17343;5671;AAA078v001;4;pc-7.0
17344;5671;AAA077v001;5;pc-7.0
17345;5671;AAA270v001;6;pc-7.0
17346;5672;AAA112v001;1;pc-7.0
17347;5672;EAC886v001;2;pc-7.0
17348;5672;AAA109v001;3;pc-7.0
17349;5672;EAC887v001;4;pc-7.0
17350;5672;AAA270v001;5;pc-7.0
17351;5674;EAC889v001;1;pc-7.0
17352;5674;EAC366v001;2;pc-7.0
17353;5674;AAA562v001;3;pc-7.0
17354;5674;AAE588v001;4;pc-7.0
17355;5674;EAC890v001;5;pc-7.0
17356;5674;EAC888v001;6;pc-7.0
17357;5674;EAA982v001;7;pc-7.0
17358;5674;AAA270v001;8;pc-7.0
17359;5675;EAC892v001;1;pc-7.0
17360;5675;AAC116v001;2;pc-7.0
17361;5675;EAC893v001;3;pc-7.0
17362;5676;AAA112v001;1;pc-7.0
17363;5676;EAA075v001;2;pc-7.0
17364;5676;AAA415v001;3;pc-7.0
17365;5676;AAA297v001;4;pc-7.0
17366;5676;EAC894v001;5;pc-7.0
17367;5676;AAA289v001;6;pc-7.0
17368;5676;AAA563v001;7;pc-7.0
17369;5676;AAB901v001;8;pc-7.0
17370;5676;EAC895v001;9;pc-7.0
17371;5676;AAA109v001;10;pc-7.0
17372;5676;AAA298v001;11;pc-7.0
17373;5676;AAC048v001;12;pc-7.0
17374;5676;AAA302v001;13;pc-7.0
17375;5676;AAC712v001;14;pc-7.0
17376;5676;AAA069v001;15;pc-7.0
17377;5676;AAA107v001;16;pc-7.0
17378;5676;AAA568v001;17;pc-7.0
17379;5676;AAA326v001;18;pc-7.0
17380;5676;EAA774v001;19;pc-7.0
17381;5676;AAC702v001;20;pc-7.0
17382;5676;AAA004v001;21;pc-7.0
17383;5676;AAA327v001;22;pc-7.0
17384;5676;AAA596v001;23;pc-7.0
17385;5676;AAA291v001;24;pc-7.0
17386;5676;AAA270v001;25;pc-7.0
17387;5680;EAB430v001;1;pc-7.0
17388;5680;EAB433v001;2;pc-7.0
17389;5680;EAB434v001;3;pc-7.0
17390;5680;EAB436v001;4;pc-7.0
17391;5680;EAB437v001;5;pc-7.0
17392;5680;EAB438v001;6;pc-7.0
17393;5680;EAB439v001;7;pc-7.0
17394;5680;EAB440v001;8;pc-7.0
17395;5680;EAB441v001;9;pc-7.0
17396;5680;EAB443v001;10;pc-7.0
17397;5680;EAB444v001;11;pc-7.0
17398;5680;EAB445v001;12;pc-7.0
17399;5680;EAB446v001;13;pc-7.0
17400;5680;EAB447v001;14;pc-7.0
17401;5680;EAB449v001;15;pc-7.0
17402;5680;EAB454v001;16;pc-7.0
17403;5680;EAB455v001;17;pc-7.0
17404;5680;EAB460v001;18;pc-7.0
17405;5680;EAB461v001;19;pc-7.0
17406;5680;EAB462v001;20;pc-7.0
17407;5680;AAA270v001;21;pc-7.0
17408;5693;EAF402v001;1;pc-7.0
17409;5693;EAF403v001;2;pc-7.0
17410;5695;EAC932v001;1;pc-7.0
17411;5695;EAC930v001;2;pc-7.0
17412;5695;EAC931v001;3;pc-7.0
17413;5695;EAC933v001;4;pc-7.0
17414;5695;AAA270v001;5;pc-7.0
17415;5697;AAD478v001;1;pc-7.0
17416;5697;EAC885v001;2;pc-7.0
17417;5697;AAD477v001;3;pc-7.0
17418;5698;AAA072v001;1;pc-7.0
17419;5698;AAA069v001;2;pc-7.0
17420;5698;AAA025v001;3;pc-7.0
17421;5698;AAA078v001;4;pc-7.0
17422;5698;AAA077v001;5;pc-7.0
17423;5698;AAA270v001;6;pc-7.0
17424;5699;AAA112v001;1;pc-7.0
17425;5699;EAC886v001;2;pc-7.0
17426;5699;AAA109v001;3;pc-7.0
17427;5699;EAC887v001;4;pc-7.0
17428;5699;AAA270v001;5;pc-7.0
17429;5701;EAC889v001;1;pc-7.0
17430;5701;EAC366v001;2;pc-7.0
17431;5701;AAA562v001;3;pc-7.0
17432;5701;AAE588v001;4;pc-7.0
17433;5701;EAC890v001;5;pc-7.0
17434;5701;EAC888v001;6;pc-7.0
17435;5701;AAA348v001;7;pc-7.0
17436;5701;EAA982v001;8;pc-7.0
17437;5701;AAA270v001;9;pc-7.0
17438;5702;EAC892v001;1;pc-7.0
17439;5702;AAC116v001;2;pc-7.0
17440;5702;EAC893v001;3;pc-7.0
17441;5703;AAA112v001;1;pc-7.0
17442;5703;EAA075v001;2;pc-7.0
17443;5703;AAA415v001;3;pc-7.0
17444;5703;AAA297v001;4;pc-7.0
17445;5703;EAC894v001;5;pc-7.0
17446;5703;AAA289v001;6;pc-7.0
17447;5703;AAA563v001;7;pc-7.0
17448;5703;AAB901v001;8;pc-7.0
17449;5703;EAC895v001;9;pc-7.0
17450;5703;AAA109v001;10;pc-7.0
17451;5703;AAA298v001;11;pc-7.0
17452;5703;AAC048v001;12;pc-7.0
17453;5703;AAA302v001;13;pc-7.0
17454;5703;AAC712v001;14;pc-7.0
17455;5703;AAA069v001;15;pc-7.0
17456;5703;AAA107v001;16;pc-7.0
17457;5703;AAA568v001;17;pc-7.0
17458;5703;AAA326v001;18;pc-7.0
17459;5703;EAA774v001;19;pc-7.0
17460;5703;AAC702v001;20;pc-7.0
17461;5703;AAA004v001;21;pc-7.0
17462;5703;AAA327v001;22;pc-7.0
17463;5703;AAA596v001;23;pc-7.0
17464;5703;AAA291v001;24;pc-7.0
17465;5703;AAA270v001;25;pc-7.0
17466;5712;EAC934v001;1;pc-7.0
17467;5712;AAA270v001;2;pc-7.0
17468;5716;AAA072v001;1;pc-7.0
17469;5716;AAA069v001;2;pc-7.0
17470;5716;AAA025v001;3;pc-7.0
17471;5716;AAA078v001;4;pc-7.0
17472;5716;AAA077v001;5;pc-7.0
17473;5716;AAA270v001;6;pc-7.0
17474;5717;AAA112v001;1;pc-7.0
17475;5717;EAC886v001;2;pc-7.0
17476;5717;AAA109v001;3;pc-7.0
17477;5717;EAC887v001;4;pc-7.0
17478;5717;AAA270v001;5;pc-7.0
17479;5719;EAC889v001;1;pc-7.0
17480;5719;EAC366v001;2;pc-7.0
17481;5719;AAA562v001;3;pc-7.0
17482;5719;AAE588v001;4;pc-7.0
17483;5719;EAC890v001;5;pc-7.0
17484;5719;EAC888v001;6;pc-7.0
17485;5719;EAA982v001;7;pc-7.0
17486;5719;AAA270v001;8;pc-7.0
17487;5720;EAC892v001;1;pc-7.0
17488;5720;AAC116v001;2;pc-7.0
17489;5720;EAC893v001;3;pc-7.0
17490;5721;AAA112v001;1;pc-7.0
17491;5721;EAA075v001;2;pc-7.0
17492;5721;AAA415v001;3;pc-7.0
17493;5721;AAA297v001;4;pc-7.0
17494;5721;EAC894v001;5;pc-7.0
17495;5721;AAA289v001;6;pc-7.0
17496;5721;AAA563v001;7;pc-7.0
17497;5721;AAB901v001;8;pc-7.0
17498;5721;EAC895v001;9;pc-7.0
17499;5721;AAA109v001;10;pc-7.0
17500;5721;AAA298v001;11;pc-7.0
17501;5721;AAC048v001;12;pc-7.0
17502;5721;AAA302v001;13;pc-7.0
17503;5721;AAC712v001;14;pc-7.0
17504;5721;AAA069v001;15;pc-7.0
17505;5721;AAA107v001;16;pc-7.0
17506;5721;AAA568v001;17;pc-7.0
17507;5721;AAA326v001;18;pc-7.0
17508;5721;EAA774v001;19;pc-7.0
17509;5721;AAC702v001;20;pc-7.0
17510;5721;AAA004v001;21;pc-7.0
17511;5721;AAA327v001;22;pc-7.0
17512;5721;AAA596v001;23;pc-7.0
17513;5721;AAA291v001;24;pc-7.0
17514;5721;AAA270v001;25;pc-7.0
17515;5723;EAC944v001;1;pc-7.0
17516;5723;EAC945v001;2;pc-7.0
17517;5723;EAC946v001;3;pc-7.0
17518;5723;EAC947v001;4;pc-7.0
17519;5723;EAC948v001;5;pc-7.0
17520;5723;EAC949v001;6;pc-7.0
17521;5723;EAC950v001;7;pc-7.0
17522;5723;EAC951v001;8;pc-7.0
17523;5723;EAC952v001;9;pc-7.0
17524;5723;EAC953v001;10;pc-7.0
17525;5723;EAC899v001;11;pc-7.0
17526;5723;AAA270v001;12;pc-7.0
17527;5724;AAA112v001;1;pc-7.0
17528;5724;EAA075v001;2;pc-7.0
17529;5724;AAA415v001;3;pc-7.0
17530;5724;AAA297v001;4;pc-7.0
17531;5724;EAC894v001;5;pc-7.0
17532;5724;AAA289v001;6;pc-7.0
17533;5724;AAA563v001;7;pc-7.0
17534;5724;AAB901v001;8;pc-7.0
17535;5724;EAC895v001;9;pc-7.0
17536;5724;AAA109v001;10;pc-7.0
17537;5724;AAA298v001;11;pc-7.0
17538;5724;AAC048v001;12;pc-7.0
17539;5724;AAA302v001;13;pc-7.0
17540;5724;AAC712v001;14;pc-7.0
17541;5724;AAA069v001;15;pc-7.0
17542;5724;AAA107v001;16;pc-7.0
17543;5724;AAA568v001;17;pc-7.0
17544;5724;AAA326v001;18;pc-7.0
17545;5724;EAA774v001;19;pc-7.0
17546;5724;AAC702v001;20;pc-7.0
17547;5724;AAA004v001;21;pc-7.0
17548;5724;AAA327v001;22;pc-7.0
17549;5724;AAA596v001;23;pc-7.0
17550;5724;AAA291v001;24;pc-7.0
17551;5724;AAA270v001;25;pc-7.0
17552;5726;EAC921v001;1;pc-7.0
17553;5726;EAC924v001;2;pc-7.0
17554;5726;EAC954v001;3;pc-7.0
17555;5726;AAA270v001;4;pc-7.0
17556;5727;EAC955v001;1;pc-7.0
17557;5727;EAA449v001;2;pc-7.0
17558;5727;EAB420v001;3;pc-7.0
17559;5727;AAA270v001;4;pc-7.0
17560;5728;EAA214v001;1;pc-7.0
17561;5728;EAA216v001;2;pc-7.0
17562;5728;EAC956v001;3;pc-7.0
17563;5728;AAA270v001;4;pc-7.0
17564;5731;EAE319v001;1;pc-7.0
17565;5731;EAE314v001;2;pc-7.0
17566;5731;EAE275v001;3;pc-7.0
17567;5731;EAE305v001;4;pc-7.0
17568;5731;EAE240v001;5;pc-7.0
17569;5731;EAD080v001;6;pc-7.0
17570;5731;AAA270v001;7;pc-7.0
17571;5732;EAA984v001;1;pc-7.0
17572;5732;EAA087v001;2;pc-7.0
17573;5732;EAC936v001;3;pc-7.0
17574;5732;EAB384v001;4;pc-7.0
17575;5732;EAC995v001;5;pc-7.0
17576;5732;AAA270v001;6;pc-7.0
17577;5745;EAB430v001;1;pc-7.0
17578;5745;EAB433v001;2;pc-7.0
17579;5745;EAB434v001;3;pc-7.0
17580;5745;EAB436v001;4;pc-7.0
17581;5745;EAB437v001;5;pc-7.0
17582;5745;EAB438v001;6;pc-7.0
17583;5745;EAB439v001;7;pc-7.0
17584;5745;EAB440v001;8;pc-7.0
17585;5745;EAB441v001;9;pc-7.0
17586;5745;EAB443v001;10;pc-7.0
17587;5745;EAB444v001;11;pc-7.0
17588;5745;EAB445v001;12;pc-7.0
17589;5745;EAB446v001;13;pc-7.0
17590;5745;EAB447v001;14;pc-7.0
17591;5745;EAB449v001;15;pc-7.0
17592;5745;EAB454v001;16;pc-7.0
17593;5745;EAB455v001;17;pc-7.0
17594;5745;EAB460v001;18;pc-7.0
17595;5745;EAB461v001;19;pc-7.0
17596;5745;EAB462v001;20;pc-7.0
17597;5745;AAA270v001;21;pc-7.0
17598;5749;AAA112v001;1;pc-7.0
17599;5749;EAA075v001;2;pc-7.0
17600;5749;AAA415v001;3;pc-7.0
17601;5749;AAA297v001;4;pc-7.0
17602;5749;EAC894v001;5;pc-7.0
17603;5749;AAA289v001;6;pc-7.0
17604;5749;AAA563v001;7;pc-7.0
17605;5749;AAB901v001;8;pc-7.0
17606;5749;EAC895v001;9;pc-7.0
17607;5749;AAA109v001;10;pc-7.0
17608;5749;AAA298v001;11;pc-7.0
17609;5749;AAC048v001;12;pc-7.0
17610;5749;AAA302v001;13;pc-7.0
17611;5749;AAC712v001;14;pc-7.0
17612;5749;AAA069v001;15;pc-7.0
17613;5749;AAA107v001;16;pc-7.0
17614;5749;AAA568v001;17;pc-7.0
17615;5749;AAA326v001;18;pc-7.0
17616;5749;EAA774v001;19;pc-7.0
17617;5749;AAC702v001;20;pc-7.0
17618;5749;AAA004v001;21;pc-7.0
17619;5749;AAA327v001;22;pc-7.0
17620;5749;AAA596v001;23;pc-7.0
17621;5749;AAA291v001;24;pc-7.0
17622;5749;AAA270v001;25;pc-7.0
17623;5752;EAA087v001;1;pc-7.0
17624;5752;EAB384v001;2;pc-7.0
17625;5752;EAC936v001;3;pc-7.0
17626;5752;EAA984v001;4;pc-7.0
17627;5752;AAA270v001;5;pc-7.0
17628;5753;EAB430v001;1;pc-7.0
17629;5753;EAB433v001;2;pc-7.0
17630;5753;EAB434v001;3;pc-7.0
17631;5753;EAB436v001;4;pc-7.0
17632;5753;EAB437v001;5;pc-7.0
17633;5753;EAB438v001;6;pc-7.0
17634;5753;EAB439v001;7;pc-7.0
17635;5753;EAB440v001;8;pc-7.0
17636;5753;EAB441v001;9;pc-7.0
17637;5753;EAB443v001;10;pc-7.0
17638;5753;EAB444v001;11;pc-7.0
17639;5753;EAB445v001;12;pc-7.0
17640;5753;EAB446v001;13;pc-7.0
17641;5753;EAB447v001;14;pc-7.0
17642;5753;EAB449v001;15;pc-7.0
17643;5753;EAB454v001;16;pc-7.0
17644;5753;EAB455v001;17;pc-7.0
17645;5753;EAB460v001;18;pc-7.0
17646;5753;EAB461v001;19;pc-7.0
17647;5753;EAB462v001;20;pc-7.0
17648;5753;AAA270v001;21;pc-7.0
17649;5769;EAB698v001;1;pc-7.0
17650;5769;EAC957v001;2;pc-7.0
17651;5769;AAA270v001;3;pc-7.0
17652;5789;EAA087v001;1;pc-7.0
17653;5789;EAA984v001;2;pc-7.0
17654;5789;AAA270v001;3;pc-7.0
17655;5790;AAA072v001;1;pc-7.0
17656;5790;AAA069v001;2;pc-7.0
17657;5790;AAA025v001;3;pc-7.0
17658;5790;AAA078v001;4;pc-7.0
17659;5790;AAA077v001;5;pc-7.0
17660;5790;AAA270v001;6;pc-7.0
17661;5791;AAA112v001;1;pc-7.0
17662;5791;EAC886v001;2;pc-7.0
17663;5791;AAA109v001;3;pc-7.0
17664;5791;EAC887v001;4;pc-7.0
17665;5791;AAA270v001;5;pc-7.0
17666;5793;EAC889v001;1;pc-7.0
17667;5793;EAC366v001;2;pc-7.0
17668;5793;AAA562v001;3;pc-7.0
17669;5793;AAE588v001;4;pc-7.0
17670;5793;EAC890v001;5;pc-7.0
17671;5793;EAC888v001;6;pc-7.0
17672;5793;EAA982v001;7;pc-7.0
17673;5793;AAA270v001;8;pc-7.0
17674;5794;EAC892v001;1;pc-7.0
17675;5794;AAC116v001;2;pc-7.0
17676;5794;EAC893v001;3;pc-7.0
17677;5795;AAA112v001;1;pc-7.0
17678;5795;EAA075v001;2;pc-7.0
17679;5795;AAA415v001;3;pc-7.0
17680;5795;AAA297v001;4;pc-7.0
17681;5795;EAC894v001;5;pc-7.0
17682;5795;AAA289v001;6;pc-7.0
17683;5795;AAA563v001;7;pc-7.0
17684;5795;AAB901v001;8;pc-7.0
17685;5795;EAC895v001;9;pc-7.0
17686;5795;AAA109v001;10;pc-7.0
17687;5795;AAA298v001;11;pc-7.0
17688;5795;AAC048v001;12;pc-7.0
17689;5795;AAA302v001;13;pc-7.0
17690;5795;AAC712v001;14;pc-7.0
