KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Sortier_Nr_Wert_de;Klassifikationssystem_ID
17691;5795;AAA069v001;15;pc-7.0
17692;5795;AAA107v001;16;pc-7.0
17693;5795;AAA568v001;17;pc-7.0
17694;5795;AAA326v001;18;pc-7.0
17695;5795;EAA774v001;19;pc-7.0
17696;5795;AAC702v001;20;pc-7.0
17697;5795;AAA004v001;21;pc-7.0
17698;5795;AAA327v001;22;pc-7.0
17699;5795;AAA596v001;23;pc-7.0
17700;5795;AAA291v001;24;pc-7.0
17701;5795;AAA270v001;25;pc-7.0
17702;5797;EAB430v001;1;pc-7.0
17703;5797;EAB433v001;2;pc-7.0
17704;5797;EAB434v001;3;pc-7.0
17705;5797;EAB436v001;4;pc-7.0
17706;5797;EAB437v001;5;pc-7.0
17707;5797;EAB438v001;6;pc-7.0
17708;5797;EAB439v001;7;pc-7.0
17709;5797;EAB440v001;8;pc-7.0
17710;5797;EAB441v001;9;pc-7.0
17711;5797;EAB443v001;10;pc-7.0
17712;5797;EAB444v001;11;pc-7.0
17713;5797;EAB445v001;12;pc-7.0
17714;5797;EAB446v001;13;pc-7.0
17715;5797;EAB447v001;14;pc-7.0
17716;5797;EAB449v001;15;pc-7.0
17717;5797;EAB454v001;16;pc-7.0
17718;5797;EAB455v001;17;pc-7.0
17719;5797;EAB460v001;18;pc-7.0
17720;5797;EAB461v001;19;pc-7.0
17721;5797;EAB462v001;20;pc-7.0
17722;5797;AAA270v001;21;pc-7.0
17723;5814;EAB698v001;1;pc-7.0
17724;5814;EAC957v001;2;pc-7.0
17725;5814;AAA270v001;3;pc-7.0
17726;5815;EAA087v001;1;pc-7.0
17727;5815;EAB384v001;2;pc-7.0
17728;5815;EAC936v001;3;pc-7.0
17729;5815;EAA984v001;4;pc-7.0
17730;5815;AAA270v001;5;pc-7.0
17731;5831;AAA072v001;1;pc-7.0
17732;5831;AAA069v001;2;pc-7.0
17733;5831;AAA025v001;3;pc-7.0
17734;5831;AAA078v001;4;pc-7.0
17735;5831;AAA077v001;5;pc-7.0
17736;5831;AAA270v001;6;pc-7.0
17737;5832;AAA112v001;1;pc-7.0
17738;5832;EAC886v001;2;pc-7.0
17739;5832;AAA109v001;3;pc-7.0
17740;5832;EAC887v001;4;pc-7.0
17741;5832;AAA270v001;5;pc-7.0
17742;5834;EAB430v001;1;pc-7.0
17743;5834;EAB433v001;2;pc-7.0
17744;5834;EAB434v001;3;pc-7.0
17745;5834;EAB436v001;4;pc-7.0
17746;5834;EAB437v001;5;pc-7.0
17747;5834;EAB438v001;6;pc-7.0
17748;5834;EAB439v001;7;pc-7.0
17749;5834;EAB440v001;8;pc-7.0
17750;5834;EAB441v001;9;pc-7.0
17751;5834;EAB443v001;10;pc-7.0
17752;5834;EAB444v001;11;pc-7.0
17753;5834;EAB445v001;12;pc-7.0
17754;5834;EAB446v001;13;pc-7.0
17755;5834;EAB447v001;14;pc-7.0
17756;5834;EAB449v001;15;pc-7.0
17757;5834;EAB454v001;16;pc-7.0
17758;5834;EAB455v001;17;pc-7.0
17759;5834;EAB460v001;18;pc-7.0
17760;5834;EAB461v001;19;pc-7.0
17761;5834;EAB462v001;20;pc-7.0
17762;5834;AAA270v001;21;pc-7.0
17763;5840;AAA112v001;1;pc-7.0
17764;5840;EAA075v001;2;pc-7.0
17765;5840;AAA415v001;3;pc-7.0
17766;5840;AAA297v001;4;pc-7.0
17767;5840;EAC894v001;5;pc-7.0
17768;5840;AAA289v001;6;pc-7.0
17769;5840;AAA563v001;7;pc-7.0
17770;5840;AAB901v001;8;pc-7.0
17771;5840;EAC895v001;9;pc-7.0
17772;5840;AAA109v001;10;pc-7.0
17773;5840;AAA298v001;11;pc-7.0
17774;5840;AAC048v001;12;pc-7.0
17775;5840;AAA302v001;13;pc-7.0
17776;5840;AAC712v001;14;pc-7.0
17777;5840;AAA069v001;15;pc-7.0
17778;5840;AAA107v001;16;pc-7.0
17779;5840;AAA568v001;17;pc-7.0
17780;5840;AAA326v001;18;pc-7.0
17781;5840;EAA774v001;19;pc-7.0
17782;5840;AAC702v001;20;pc-7.0
17783;5840;AAA004v001;21;pc-7.0
17784;5840;AAA327v001;22;pc-7.0
17785;5840;AAA596v001;23;pc-7.0
17786;5840;AAA291v001;24;pc-7.0
17787;5840;AAA270v001;25;pc-7.0
17788;5842;EAA086v001;1;pc-7.0
17789;5842;EAC972v001;2;pc-7.0
17790;5842;EAC976v001;3;pc-7.0
17791;5842;EAC853v001;4;pc-7.0
17792;5842;EAC977v001;5;pc-7.0
17793;5842;EAC978v001;6;pc-7.0
17794;5842;AAA270v001;7;pc-7.0
17795;5843;EAC979v001;1;pc-7.0
17796;5843;EAC980v001;2;pc-7.0
17797;5843;EAC981v001;3;pc-7.0
17798;5843;AAA270v001;4;pc-7.0
17799;5844;EAC982v001;1;pc-7.0
17800;5844;EAC983v001;2;pc-7.0
17801;5844;EAC984v001;3;pc-7.0
17802;5844;EAC985v001;4;pc-7.0
17803;5844;EAC986v001;5;pc-7.0
17804;5844;AAA398v001;6;pc-7.0
17805;5845;AAD478v001;1;pc-7.0
17806;5845;EAC885v001;2;pc-7.0
17807;5845;AAD477v001;3;pc-7.0
17808;5846;AAA072v001;1;pc-7.0
17809;5846;AAA069v001;2;pc-7.0
17810;5846;AAA025v001;3;pc-7.0
17811;5846;AAA078v001;4;pc-7.0
17812;5846;AAA077v001;5;pc-7.0
17813;5846;AAA270v001;6;pc-7.0
17814;5847;AAA112v001;1;pc-7.0
17815;5847;EAC886v001;2;pc-7.0
17816;5847;AAA109v001;3;pc-7.0
17817;5847;EAC887v001;4;pc-7.0
17818;5847;AAA270v001;5;pc-7.0
17819;5849;EAC889v001;1;pc-7.0
17820;5849;EAC366v001;2;pc-7.0
17821;5849;AAA562v001;3;pc-7.0
17822;5849;AAE588v001;4;pc-7.0
17823;5849;EAC890v001;5;pc-7.0
17824;5849;EAC888v001;6;pc-7.0
17825;5849;AAA270v001;7;pc-7.0
17826;5850;EAC892v001;1;pc-7.0
17827;5850;AAC116v001;2;pc-7.0
17828;5850;EAC893v001;3;pc-7.0
17829;5851;AAA112v001;1;pc-7.0
17830;5851;EAA075v001;2;pc-7.0
17831;5851;AAA415v001;3;pc-7.0
17832;5851;AAA297v001;4;pc-7.0
17833;5851;EAC894v001;5;pc-7.0
17834;5851;AAA289v001;6;pc-7.0
17835;5851;AAA563v001;7;pc-7.0
17836;5851;AAB901v001;8;pc-7.0
17837;5851;EAC895v001;9;pc-7.0
17838;5851;AAA109v001;10;pc-7.0
17839;5851;AAA298v001;11;pc-7.0
17840;5851;AAC048v001;12;pc-7.0
17841;5851;AAA302v001;13;pc-7.0
17842;5851;AAC712v001;14;pc-7.0
17843;5851;AAA069v001;15;pc-7.0
17844;5851;AAA107v001;16;pc-7.0
17845;5851;AAA568v001;17;pc-7.0
17846;5851;AAA326v001;18;pc-7.0
17847;5851;EAA774v001;19;pc-7.0
17848;5851;AAC702v001;20;pc-7.0
17849;5851;AAA004v001;21;pc-7.0
17850;5851;AAA327v001;22;pc-7.0
17851;5851;AAA596v001;23;pc-7.0
17852;5851;AAA291v001;24;pc-7.0
17853;5851;AAA270v001;25;pc-7.0
17854;5857;EAB430v001;1;pc-7.0
17855;5857;EAB431v001;2;pc-7.0
17856;5857;EAB432v001;3;pc-7.0
17857;5857;EAB433v001;4;pc-7.0
17858;5857;EAB434v001;5;pc-7.0
17859;5857;EAB435v001;6;pc-7.0
17860;5857;EAB436v001;7;pc-7.0
17861;5857;EAB437v001;8;pc-7.0
17862;5857;EAB438v001;9;pc-7.0
17863;5857;EAB439v001;10;pc-7.0
17864;5857;EAB440v001;11;pc-7.0
17865;5857;EAB441v001;12;pc-7.0
17866;5857;EAB442v001;13;pc-7.0
17867;5857;EAB443v001;14;pc-7.0
17868;5857;EAB444v001;15;pc-7.0
17869;5857;EAB445v001;16;pc-7.0
17870;5857;EAB446v001;17;pc-7.0
17871;5857;EAB447v001;18;pc-7.0
17872;5857;EAB448v001;19;pc-7.0
17873;5857;EAB449v001;20;pc-7.0
17874;5857;EAB450v001;21;pc-7.0
17875;5857;EAB451v001;22;pc-7.0
17876;5857;EAB452v001;23;pc-7.0
17877;5857;EAB453v001;24;pc-7.0
17878;5857;EAB454v001;25;pc-7.0
17879;5857;EAB455v001;26;pc-7.0
17880;5857;EAB456v001;27;pc-7.0
17881;5857;EAB457v001;28;pc-7.0
17882;5857;EAB458v001;29;pc-7.0
17883;5857;EAB459v001;30;pc-7.0
17884;5857;EAB460v001;31;pc-7.0
17885;5857;EAB461v001;32;pc-7.0
17886;5857;EAB462v001;33;pc-7.0
17887;5857;EAB463v001;34;pc-7.0
17888;5857;EAB464v001;35;pc-7.0
17889;5857;EAB465v001;36;pc-7.0
17890;5857;EAB466v001;37;pc-7.0
17891;5857;AAA270v001;38;pc-7.0
17892;5860;AAA297v001;1;pc-7.0
17893;5860;AAC702v001;2;pc-7.0
17894;5860;AAA270v001;3;pc-7.0
17895;5863;EAB430v001;1;pc-7.0
17896;5863;EAB431v001;2;pc-7.0
17897;5863;EAB432v001;3;pc-7.0
17898;5863;EAB433v001;4;pc-7.0
17899;5863;EAB434v001;5;pc-7.0
17900;5863;EAB435v001;6;pc-7.0
17901;5863;EAB436v001;7;pc-7.0
17902;5863;EAB437v001;8;pc-7.0
17903;5863;EAB438v001;9;pc-7.0
17904;5863;EAB439v001;10;pc-7.0
17905;5863;EAB440v001;11;pc-7.0
17906;5863;EAB441v001;12;pc-7.0
17907;5863;EAB442v001;13;pc-7.0
17908;5863;EAB443v001;14;pc-7.0
17909;5863;EAB444v001;15;pc-7.0
17910;5863;EAB445v001;16;pc-7.0
17911;5863;EAB446v001;17;pc-7.0
17912;5863;EAB447v001;18;pc-7.0
17913;5863;EAB448v001;19;pc-7.0
17914;5863;EAB449v001;20;pc-7.0
17915;5863;EAB450v001;21;pc-7.0
17916;5863;EAB451v001;22;pc-7.0
17917;5863;EAB452v001;23;pc-7.0
17918;5863;EAB453v001;24;pc-7.0
17919;5863;EAB454v001;25;pc-7.0
17920;5863;EAB455v001;26;pc-7.0
17921;5863;EAB456v001;27;pc-7.0
17922;5863;EAB457v001;28;pc-7.0
17923;5863;EAB458v001;29;pc-7.0
17924;5863;EAB459v001;30;pc-7.0
17925;5863;EAB460v001;31;pc-7.0
17926;5863;EAB461v001;32;pc-7.0
17927;5863;EAB462v001;33;pc-7.0
17928;5863;EAB463v001;34;pc-7.0
17929;5863;EAB464v001;35;pc-7.0
17930;5863;EAB465v001;36;pc-7.0
17931;5863;EAB466v001;37;pc-7.0
17932;5863;AAA270v001;38;pc-7.0
17933;5864;AAA297v001;1;pc-7.0
17934;5864;AAC702v001;2;pc-7.0
17935;5864;AAA270v001;3;pc-7.0
17936;5869;EAE102v001;1;pc-7.0
17937;5869;EAE103v001;2;pc-7.0
17938;5869;EAE104v001;3;pc-7.0
17939;5869;EAE105v001;4;pc-7.0
17940;5869;EAE106v001;5;pc-7.0
17941;5869;EAE107v001;6;pc-7.0
17942;5869;EAE108v001;7;pc-7.0
17943;5869;EAE109v001;8;pc-7.0
17944;5869;EAE111v001;9;pc-7.0
17945;5869;EAE112v001;10;pc-7.0
17946;5869;EAE113v001;11;pc-7.0
17947;5869;EAE114v001;12;pc-7.0
17948;5869;EAE115v001;13;pc-7.0
17949;5869;EAE117v001;14;pc-7.0
17950;5869;EAE118v001;15;pc-7.0
17951;5869;EAE119v001;16;pc-7.0
17952;5869;EAE120v001;17;pc-7.0
17953;5869;EAE121v001;18;pc-7.0
17954;5869;EAE122v001;19;pc-7.0
17955;5869;EAE123v001;20;pc-7.0
17956;5869;EAE124v001;21;pc-7.0
17957;5869;EAE125v001;22;pc-7.0
17958;5869;EAE126v001;23;pc-7.0
17959;5869;AAA270v001;24;pc-7.0
17960;5869;AAA008v001;25;pc-7.0
17961;5870;EAH036v001;1;pc-7.0
17962;5870;AAA270v001;2;pc-7.0
17963;5870;AAA008v001;3;pc-7.0
17964;5871;EAB430v001;1;pc-7.0
17965;5871;EAB431v001;2;pc-7.0
17966;5871;EAB432v001;3;pc-7.0
17967;5871;EAB433v001;4;pc-7.0
17968;5871;EAB434v001;5;pc-7.0
17969;5871;EAB435v001;6;pc-7.0
17970;5871;EAB436v001;7;pc-7.0
17971;5871;EAB437v001;8;pc-7.0
17972;5871;EAB438v001;9;pc-7.0
17973;5871;EAB439v001;10;pc-7.0
17974;5871;EAB440v001;11;pc-7.0
17975;5871;EAB441v001;12;pc-7.0
17976;5871;EAB442v001;13;pc-7.0
17977;5871;EAB443v001;14;pc-7.0
17978;5871;EAB444v001;15;pc-7.0
17979;5871;EAB445v001;16;pc-7.0
17980;5871;EAB446v001;17;pc-7.0
17981;5871;EAB447v001;18;pc-7.0
17982;5871;EAB448v001;19;pc-7.0
17983;5871;EAB449v001;20;pc-7.0
17984;5871;EAB450v001;21;pc-7.0
17985;5871;EAB451v001;22;pc-7.0
17986;5871;EAB452v001;23;pc-7.0
17987;5871;EAB453v001;24;pc-7.0
17988;5871;EAB454v001;25;pc-7.0
17989;5871;EAB455v001;26;pc-7.0
17990;5871;EAB456v001;27;pc-7.0
17991;5871;EAB457v001;28;pc-7.0
17992;5871;EAB458v001;29;pc-7.0
17993;5871;EAB459v001;30;pc-7.0
17994;5871;EAB460v001;31;pc-7.0
17995;5871;EAB461v001;32;pc-7.0
17996;5871;EAB462v001;33;pc-7.0
17997;5871;EAB463v001;34;pc-7.0
17998;5871;EAB464v001;35;pc-7.0
17999;5871;EAB465v001;36;pc-7.0
18000;5871;EAB466v001;37;pc-7.0
18001;5871;AAA270v001;38;pc-7.0
18002;5872;EAD468v001;1;pc-7.0
18003;5872;EAD469v001;2;pc-7.0
18004;5872;EAD407v001;3;pc-7.0
18005;5872;EAD408v001;4;pc-7.0
18006;5872;AAA270v001;5;pc-7.0
18007;5876;AAA068v001;1;pc-7.0
18008;5876;AAA025v001;2;pc-7.0
18009;5876;AAA270v001;3;pc-7.0
18010;5878;EAH037v001;1;pc-7.0
18011;5878;EAH038v001;2;pc-7.0
18012;5878;EAH039v001;3;pc-7.0
18013;5878;EAH040v001;4;pc-7.0
18014;5878;EAA984v001;5;pc-7.0
18015;5878;EAH041v001;6;pc-7.0
18016;5878;AAA270v001;7;pc-7.0
18017;5879;EAG024v001;1;pc-7.0
18018;5879;EAG025v001;2;pc-7.0
18019;5879;EAG026v001;3;pc-7.0
18020;5879;EAG027v001;4;pc-7.0
18021;5879;AAC479v001;5;pc-7.0
18022;5879;EAH042v001;6;pc-7.0
18023;5879;EAH043v001;7;pc-7.0
18024;5879;EAH044v001;8;pc-7.0
18025;5879;EAD182v001;9;pc-7.0
18026;5879;AAA270v001;10;pc-7.0
18027;5883;EAB430v001;1;pc-7.0
18028;5883;EAB431v001;2;pc-7.0
18029;5883;EAB432v001;3;pc-7.0
18030;5883;EAB433v001;4;pc-7.0
18031;5883;EAB434v001;5;pc-7.0
18032;5883;EAB435v001;6;pc-7.0
18033;5883;EAB436v001;7;pc-7.0
18034;5883;EAB437v001;8;pc-7.0
18035;5883;EAB438v001;9;pc-7.0
18036;5883;EAB439v001;10;pc-7.0
18037;5883;EAB440v001;11;pc-7.0
18038;5883;EAB441v001;12;pc-7.0
18039;5883;EAB442v001;13;pc-7.0
18040;5883;EAB443v001;14;pc-7.0
18041;5883;EAB444v001;15;pc-7.0
18042;5883;EAB445v001;16;pc-7.0
18043;5883;EAB446v001;17;pc-7.0
18044;5883;EAB447v001;18;pc-7.0
18045;5883;EAB448v001;19;pc-7.0
18046;5883;EAB449v001;20;pc-7.0
18047;5883;EAB450v001;21;pc-7.0
18048;5883;EAB451v001;22;pc-7.0
18049;5883;EAB452v001;23;pc-7.0
18050;5883;EAB453v001;24;pc-7.0
18051;5883;EAB454v001;25;pc-7.0
18052;5883;EAB455v001;26;pc-7.0
18053;5883;EAB456v001;27;pc-7.0
18054;5883;EAB457v001;28;pc-7.0
18055;5883;EAB458v001;29;pc-7.0
18056;5883;EAB459v001;30;pc-7.0
18057;5883;EAB460v001;31;pc-7.0
18058;5883;EAB461v001;32;pc-7.0
18059;5883;EAB462v001;33;pc-7.0
18060;5883;EAB463v001;34;pc-7.0
18061;5883;EAB464v001;35;pc-7.0
18062;5883;EAB465v001;36;pc-7.0
18063;5883;EAB466v001;37;pc-7.0
18064;5883;AAA270v001;38;pc-7.0
18065;5886;AAA297v001;1;pc-7.0
18066;5886;AAC702v001;2;pc-7.0
18067;5886;AAA270v001;3;pc-7.0
18068;5887;EAG017v001;1;pc-7.0
18069;5887;EAG018v001;2;pc-7.0
18070;5887;EAG019v001;3;pc-7.0
18071;5887;EAG020v001;4;pc-7.0
18072;5887;EAG021v001;5;pc-7.0
18073;5887;EAG022v001;6;pc-7.0
18074;5887;EAG023v001;7;pc-7.0
18075;5887;AAA270v001;8;pc-7.0
18076;5888;EAG024v001;1;pc-7.0
18077;5888;EAG025v001;2;pc-7.0
18078;5888;EAG026v001;3;pc-7.0
18079;5888;EAG027v001;4;pc-7.0
18080;5888;EAG028v001;5;pc-7.0
18081;5888;AAA270v001;6;pc-7.0
18082;5889;EAD002v001;1;pc-7.0
18083;5889;EAD003v001;2;pc-7.0
18084;5890;EAD006v001;1;pc-7.0
18085;5890;EAD008v001;2;pc-7.0
18086;5890;EAD005v001;3;pc-7.0
18087;5890;EAD007v001;4;pc-7.0
18088;5890;AAA270v001;5;pc-7.0
18089;5898;EAA087v001;1;pc-7.0
18090;5898;EAB384v001;2;pc-7.0
18091;5898;EAC936v001;3;pc-7.0
18092;5898;EAA984v001;4;pc-7.0
18093;5898;AAA270v001;5;pc-7.0
18094;5899;AAA072v001;1;pc-7.0
18095;5899;AAA069v001;2;pc-7.0
18096;5899;AAA025v001;3;pc-7.0
18097;5899;AAA078v001;4;pc-7.0
18098;5899;AAA077v001;5;pc-7.0
18099;5899;AAA270v001;6;pc-7.0
18100;5900;AAA112v001;1;pc-7.0
18101;5900;EAC886v001;2;pc-7.0
18102;5900;AAA109v001;3;pc-7.0
18103;5900;EAC887v001;4;pc-7.0
18104;5900;AAA270v001;5;pc-7.0
18105;5902;EAC889v001;1;pc-7.0
18106;5902;EAC366v001;2;pc-7.0
18107;5902;AAA562v001;3;pc-7.0
18108;5902;AAE588v001;4;pc-7.0
18109;5902;EAC890v001;5;pc-7.0
18110;5902;EAC888v001;6;pc-7.0
18111;5902;AAA270v001;7;pc-7.0
18112;5903;EAC892v001;1;pc-7.0
18113;5903;AAC116v001;2;pc-7.0
18114;5903;EAC893v001;3;pc-7.0
18115;5904;AAA112v001;1;pc-7.0
18116;5904;EAA075v001;2;pc-7.0
18117;5904;AAA415v001;3;pc-7.0
18118;5904;AAA297v001;4;pc-7.0
18119;5904;EAC894v001;5;pc-7.0
18120;5904;AAA289v001;6;pc-7.0
18121;5904;AAA563v001;7;pc-7.0
18122;5904;AAB901v001;8;pc-7.0
18123;5904;EAC895v001;9;pc-7.0
18124;5904;AAA109v001;10;pc-7.0
18125;5904;AAA298v001;11;pc-7.0
18126;5904;AAC048v001;12;pc-7.0
18127;5904;AAA302v001;13;pc-7.0
18128;5904;AAC712v001;14;pc-7.0
18129;5904;AAA069v001;15;pc-7.0
18130;5904;AAA107v001;16;pc-7.0
18131;5904;AAA568v001;17;pc-7.0
18132;5904;AAA326v001;18;pc-7.0
18133;5904;EAA774v001;19;pc-7.0
18134;5904;AAC702v001;20;pc-7.0
18135;5904;AAA004v001;21;pc-7.0
18136;5904;AAA327v001;22;pc-7.0
18137;5904;AAA596v001;23;pc-7.0
18138;5904;AAA291v001;24;pc-7.0
18139;5904;AAA270v001;25;pc-7.0
18140;5908;EAB430v001;1;pc-7.0
18141;5908;EAB433v001;2;pc-7.0
18142;5908;EAB434v001;3;pc-7.0
18143;5908;EAB436v001;4;pc-7.0
18144;5908;EAB437v001;5;pc-7.0
18145;5908;EAB438v001;6;pc-7.0
18146;5908;EAB439v001;7;pc-7.0
18147;5908;EAB440v001;8;pc-7.0
18148;5908;EAB441v001;9;pc-7.0
18149;5908;EAB443v001;10;pc-7.0
18150;5908;EAB444v001;11;pc-7.0
18151;5908;EAB445v001;12;pc-7.0
18152;5908;EAB446v001;13;pc-7.0
18153;5908;EAB447v001;14;pc-7.0
18154;5908;EAB449v001;15;pc-7.0
18155;5908;EAB454v001;16;pc-7.0
18156;5908;EAB460v001;17;pc-7.0
18157;5908;EAB461v001;18;pc-7.0
18158;5908;EAB462v001;19;pc-7.0
18159;5908;AAA270v001;20;pc-7.0
18160;5909;EAC987v001;1;pc-7.0
18161;5909;EAC988v001;2;pc-7.0
18162;5909;EAC989v001;3;pc-7.0
18163;5909;EAC990v001;4;pc-7.0
18164;5909;EAC991v001;5;pc-7.0
18165;5909;AAA270v001;6;pc-7.0
18166;5910;AAA072v001;1;pc-7.0
18167;5910;AAA069v001;2;pc-7.0
18168;5910;AAA025v001;3;pc-7.0
18169;5910;AAA078v001;4;pc-7.0
18170;5910;AAA077v001;5;pc-7.0
18171;5910;AAA270v001;6;pc-7.0
18172;5911;AAA112v001;1;pc-7.0
18173;5911;EAC886v001;2;pc-7.0
18174;5911;AAA109v001;3;pc-7.0
18175;5911;EAC887v001;4;pc-7.0
18176;5911;AAA270v001;5;pc-7.0
18177;5913;EAC889v001;1;pc-7.0
18178;5913;EAC366v001;2;pc-7.0
18179;5913;AAE588v001;3;pc-7.0
18180;5913;EAC890v001;4;pc-7.0
18181;5913;EAC888v001;5;pc-7.0
18182;5913;AAA270v001;6;pc-7.0
18183;5914;EAC892v001;1;pc-7.0
18184;5914;AAC116v001;2;pc-7.0
18185;5914;EAC893v001;3;pc-7.0
18186;5915;AAA112v001;1;pc-7.0
18187;5915;EAA075v001;2;pc-7.0
18188;5915;AAA415v001;3;pc-7.0
18189;5915;AAA297v001;4;pc-7.0
18190;5915;EAC894v001;5;pc-7.0
18191;5915;AAA289v001;6;pc-7.0
18192;5915;AAA563v001;7;pc-7.0
18193;5915;AAB901v001;8;pc-7.0
18194;5915;EAC895v001;9;pc-7.0
18195;5915;AAA109v001;10;pc-7.0
18196;5915;AAA298v001;11;pc-7.0
18197;5915;AAC048v001;12;pc-7.0
18198;5915;AAA302v001;13;pc-7.0
18199;5915;AAC712v001;14;pc-7.0
18200;5915;AAA069v001;15;pc-7.0
18201;5915;AAA107v001;16;pc-7.0
18202;5915;AAA568v001;17;pc-7.0
18203;5915;AAA326v001;18;pc-7.0
18204;5915;EAA774v001;19;pc-7.0
18205;5915;AAC702v001;20;pc-7.0
18206;5915;AAA004v001;21;pc-7.0
18207;5915;AAA327v001;22;pc-7.0
18208;5915;AAA596v001;23;pc-7.0
18209;5915;AAA291v001;24;pc-7.0
18210;5915;AAA270v001;25;pc-7.0
18211;5917;EAC937v001;1;pc-7.0
18212;5917;EAC938v001;2;pc-7.0
18213;5917;EAC939v001;3;pc-7.0
18214;5917;EAC940v001;4;pc-7.0
18215;5917;EAC941v001;5;pc-7.0
18216;5917;EAC942v001;6;pc-7.0
18217;5918;EAD165v001;1;pc-7.0
18218;5918;EAC896v001;2;pc-7.0
18219;5918;EAD166v001;3;pc-7.0
18220;5918;EAA562v001;4;pc-7.0
18221;5918;EAD167v001;5;pc-7.0
18222;5918;EAD206v001;6;pc-7.0
18223;5918;AAA270v001;7;pc-7.0
18224;5920;EAC992v001;1;pc-7.0
18225;5920;EAC993v001;2;pc-7.0
18226;5920;EAC994v001;3;pc-7.0
18227;5920;AAA398v001;4;pc-7.0
18228;5920;AAA270v001;5;pc-7.0
18229;5929;EAA087v001;1;pc-7.0
18230;5929;EAC995v001;2;pc-7.0
18231;5929;EAB384v001;3;pc-7.0
18232;5929;EAC936v001;4;pc-7.0
18233;5929;EAA984v001;5;pc-7.0
18234;5929;AAA270v001;6;pc-7.0
18235;5930;EAC996v001;1;pc-7.0
18236;5930;EAC997v001;2;pc-7.0
18237;5930;EAC998v001;3;pc-7.0
18238;5930;AAE374v001;4;pc-7.0
18239;5930;AAA270v001;5;pc-7.0
18240;5931;AAA072v001;1;pc-7.0
18241;5931;AAA069v001;2;pc-7.0
18242;5931;AAA025v001;3;pc-7.0
18243;5931;AAA078v001;4;pc-7.0
18244;5931;AAA077v001;5;pc-7.0
18245;5931;AAA270v001;6;pc-7.0
18246;5932;AAA112v001;1;pc-7.0
18247;5932;EAC886v001;2;pc-7.0
18248;5932;AAA109v001;3;pc-7.0
18249;5932;EAC887v001;4;pc-7.0
18250;5932;AAA270v001;5;pc-7.0
18251;5934;EAC889v001;1;pc-7.0
18252;5934;EAC366v001;2;pc-7.0
18253;5934;AAA562v001;3;pc-7.0
18254;5934;AAE588v001;4;pc-7.0
18255;5934;EAC890v001;5;pc-7.0
18256;5934;EAC888v001;6;pc-7.0
18257;5934;EAA982v001;7;pc-7.0
18258;5934;AAA270v001;8;pc-7.0
18259;5935;EAC892v001;1;pc-7.0
18260;5935;AAC116v001;2;pc-7.0
18261;5935;EAC893v001;3;pc-7.0
18262;5936;AAA112v001;1;pc-7.0
18263;5936;EAA075v001;2;pc-7.0
18264;5936;AAA415v001;3;pc-7.0
18265;5936;AAA297v001;4;pc-7.0
18266;5936;EAC894v001;5;pc-7.0
18267;5936;AAA289v001;6;pc-7.0
18268;5936;AAA563v001;7;pc-7.0
18269;5936;AAB901v001;8;pc-7.0
18270;5936;EAC895v001;9;pc-7.0
18271;5936;AAA109v001;10;pc-7.0
18272;5936;AAA298v001;11;pc-7.0
18273;5936;AAC048v001;12;pc-7.0
18274;5936;AAA302v001;13;pc-7.0
18275;5936;AAC712v001;14;pc-7.0
18276;5936;AAA069v001;15;pc-7.0
18277;5936;AAA107v001;16;pc-7.0
18278;5936;AAA568v001;17;pc-7.0
18279;5936;AAA326v001;18;pc-7.0
18280;5936;EAA774v001;19;pc-7.0
18281;5936;AAC702v001;20;pc-7.0
18282;5936;AAA004v001;21;pc-7.0
18283;5936;AAA327v001;22;pc-7.0
18284;5936;AAA596v001;23;pc-7.0
18285;5936;AAA291v001;24;pc-7.0
18286;5936;AAA270v001;25;pc-7.0
18287;5938;EAB430v001;1;pc-7.0
18288;5938;EAB433v001;2;pc-7.0
18289;5938;EAB434v001;3;pc-7.0
18290;5938;EAB436v001;4;pc-7.0
18291;5938;EAB437v001;5;pc-7.0
18292;5938;EAB438v001;6;pc-7.0
18293;5938;EAB439v001;7;pc-7.0
18294;5938;EAB440v001;8;pc-7.0
18295;5938;EAB441v001;9;pc-7.0
18296;5938;EAB443v001;10;pc-7.0
18297;5938;EAB444v001;11;pc-7.0
18298;5938;EAB445v001;12;pc-7.0
18299;5938;EAB446v001;13;pc-7.0
18300;5938;EAB447v001;14;pc-7.0
18301;5938;EAB449v001;15;pc-7.0
18302;5938;EAB454v001;16;pc-7.0
18303;5938;EAB455v001;17;pc-7.0
18304;5938;EAB460v001;18;pc-7.0
18305;5938;EAB461v001;19;pc-7.0
18306;5938;EAB462v001;20;pc-7.0
18307;5938;AAA270v001;21;pc-7.0
18308;5944;EAC938v001;1;pc-7.0
18309;5944;EAC939v001;2;pc-7.0
18310;5944;EAC940v001;3;pc-7.0
18311;5944;EAC941v001;4;pc-7.0
18312;5944;EAC942v001;5;pc-7.0
18313;5944;EAC943v001;6;pc-7.0
18314;5944;AAA270v001;7;pc-7.0
18315;5945;EAC896v001;1;pc-7.0
18316;5945;EAC392v001;2;pc-7.0
18317;5945;AAA270v001;3;pc-7.0
18318;5946;EAC999v001;1;pc-7.0
18319;5946;EAD000v001;2;pc-7.0
18320;5946;EAD001v001;3;pc-7.0
18321;5946;AAA270v001;4;pc-7.0
18322;5947;EAA087v001;1;pc-7.0
18323;5947;EAB384v001;2;pc-7.0
